42180	We have studied the design of the Vaygr Destroyer and developed a better version of our own.
42181	*** AXED *** Construction of Hiigaran Destroyers is now available.
42186	*** AXED *** The enemy Destroyer has launched.
42187	*** AXED *** The second enemy Destroyer has launched.
42190	*** AXED *** A Mobile Refinery must dock with the dig site in order to retrieve the Oracle.
42196	*** AXED *** We have successfully eliminated the Vaygr at Gehenna.
42197	*** AXED *** Dock a Mobile Refinery with the dig site and retrieve the Oracle.
42200	Approaching entry point at One-Zero-Seven.
42201	Standby for extraction Fleet.
42202	The Oracle has been secured.
42203	Stand by receiving crews.
42204	The Oracle is secure.
42205	Integration complete.
42206	Prepare to enter Hyperspace.
42207	Hyperspace Core anomaly detected! Jump procedures initiated! All units prepare to enter hyperspace!
42300	Destroy the Vaygr.
42301	Keep all ships in the Nebula as long as possible to avoid detection.
42302	The longer we wait to attack, the larger the Vaygr force will be.
42310	Send ships to investigate the power signatures.
42311	Keep ships hidden inside the Nebula.
42320	Use the Scouts' EMP ability to disable the Vaygr Proximity Sensors.
42321	Once the sensors are disabled, you will be able to attack them.
42330	Focus your attacks on the Vaygr Shipyards to destroy them before the Destroyers come online.
42390	Gehenna Defense Fleet
42391	Hiigaran Navy
42392	Oracle Dig Site
42400	Mining Operation Alpha
42401	Mining Operation Beta
42402	Mining Operation Delta
42403	Mining Operation Tango
42404	Vaygr Destroyers
42405	Gehenna
42406	Garrison
42407	Vaygr
42420	Destroy the Vaygr Garrison
42430	Destroy this to slow down the Vaygr attack
42440	Destroy the Vaygr Shipyard
42450	Dock a Marine Frigate with the dig site

rangeend
