41108	We have barricaded the bridge and I have initiated the Self-Destruct sequence.
41109	We cannot fall to the Vaygr.
41110	Captain Elohim out.
41111	The automated self-destruct sequence of the Shipyard has been activated.
41112	It MUST be re-captured.
41113	Sensors detect incoming Vaygr reinforcements.
41114	Eliminate these Carriers to prevent the Vaygr from building more Infiltration Frigates.
41120	The Shipyard will Self-Destruct in 10 Minutes.
41121	The Shipyard will Self-Destruct in 9 Minutes.
41122	The Shipyard will Self-Destruct in 8 Minutes.
41123	The Shipyard will Self-Destruct in 7 Minutes.
41124	The Shipyard will Self-Destruct in 6 Minutes.
41125	The Shipyard will Self-Destruct in 5 Minutes.
41126	The Shipyard will Self-Destruct in 4 Minutes.
41127	The Shipyard will Self-Destruct in 3 Minutes.
41128	The Shipyard will Self-Destruct in 2 Minutes.
41129	The Shipyard will Self-Destruct in 1 Minute.
41130	The Shipyard Self-Destructed.
41131	Hyperspace signature detected.
41132	Vaygr reinforcements have arrived.
41140	This is Captain Elohim, Self-destruct sequence terminated. All Vaygr onboard have been neutralized and the Shipyard is secure.
41141	Nice job.
41142	Our Marines have successfully re-taken the Shipyard.
41143	We can now build Capital Class vessels to strengthen the Fleet.
41144	The Vaygr are retreating.
41145	Eliminate all Vaygr resistance before they can escape.
41146	All Vaygr Infiltrators destroyed.
41147	The Shipyard is secure.
41150	Mothership class Hyperspace signature detected.
41151	Prepare for immediate contact.
41159	We must find the Oracle at Gehenna.
41160	The Shipyard is safe and fully operational.
41161	It will remain here to reinforce the Hiigaran Defense Fleet and maintain a supply line to Hiigara.
41162	Hyperspace module fully charged.
41163	Coordinates for the Gehenna System locked in.
41164	Our fate now rests with the Bentusi.
41300	Timer to Probes:  %1MINUTES%:%2SECONDS%
41301	Timer to Shipyard Events:  %1MINUTES%:%2SECONDS%
41302	Shipyard Self-Destruct in:  %1MINUTES%:%2SECONDS%
41320	MISSION FAILED. SHIPYARD LOST.
41321	MISSION FAILED.
41322	SAVING GAME...
41400	Resources
41401	Convoy 2
41402	Convoy 3
41403	Convoy 4
41404	Convoy 5
41405	Marine Frigate
41406	Shipyard Nabaal
41407	Send Scouts to Investigate Area
41408	Repair the Shipyard Nabaal
41409	Defend the Shipyard from Vaygr forces
41410	Possible Vaygr Contact
41411	Advise Caution. Vaygr Hyperspace Signal Detected
41412	The Vaygr are boarding the Shipyard
41413	Establish a Forward Resource Operation here
41414	Hiigaran Survivors
41415	Use Resource Collectors to repair the Shipyard
41416	Build Marine Frigates to re-capture Shipyard
41490	Hiigaran Navy
41491	Vaygr Raiders
41492	Hiigaran Defense Fleet
41493	Hiigaran Survivors
41499	MISSION SUCCESSFUL

rangeend
